step,total_reward,action,level,levels_completed,x,y,vx,vy,goal_dist,first_completion_step,event,cause,potential,alignment,alive,patience,stall,coins,kills,win,time,death,grid_solid_mean,grid_solid_std,grid_solid_min,grid_solid_max,grid_hazard_mean,grid_hazard_std,grid_hazard_min,grid_hazard_max,grid_collectible_mean,grid_collectible_std,grid_collectible_min,grid_collectible_max,grid_dijkstra_mean,grid_dijkstra_std,grid_dijkstra_min,grid_dijkstra_max,scalar_mean,scalar_std,scalar_min,scalar_max,dijkstra_val,obs_warnings
26246,0.0019511895,SPRINT_R,Mario1-1,0,3.5674479166666715,11.090659722222222,1.3984375000000002,-14.404166666666674,191.43257355090685,-1,,Pit,0.001481189489364626,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26268,0.0019684273,RIGHT,Mario1-1,0,3.5946614583333383,10.861875,1.6328125000000002,-13.72708333333334,191.40538837965258,-1,,Pit,0.0014984274208545644,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26290,0.0019684273,SPRINT_R+JUMP,Mario1-1,0,3.6258246527777827,10.643020833333333,1.869791666666667,-13.131250000000007,191.37450829186938,-1,,Pit,0.0014984274208545644,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26312,0.0019684273,SPRINT_L,Mario1-1,0,3.6530381944444494,10.435451388888888,1.6328125000000002,-12.454166666666673,191.34745728681324,-1,,Pit,0.0014984274208545644,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26334,0.0019684273,RIGHT,Mario1-1,0,3.6841579861111162,10.239166666666666,1.8671875000000002,-11.777083333333339,191.3159915066635,-1,,Pit,0.0014984274208545644,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26356,0.0019684273,SPRINT_R+JUMP,Mario1-1,0,3.7192274305555606,10.0528125,2.104166666666667,-11.181250000000006,191.2807798601932,-1,,Pit,0.0014984274208545644,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26378,0.0019856654,SPRINT_R+JUMP,Mario1-1,0,3.758246527777783,9.876388888888888,2.3411458333333335,-10.585416666666672,191.24179342088647,-1,,Pit,0.0015156653523445195,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26400,0.0019856654,LEFT+JUMP,Mario1-1,0,3.7933593750000054,9.709895833333333,2.1067708333333335,-9.98958333333334,191.2068607020298,-1,,Pit,0.0015156653523445195,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26422,0.0019856654,IDLE+JUMP,Mario1-1,0,3.8263020833333385,9.553333333333333,1.9765625000000002,-9.393750000000006,191.174219721813,-1,,Pit,0.0015156653523445195,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26444,0.0019856654,SPRINT_R,Mario1-1,0,3.8631944444444497,9.408055555555555,2.213541666666667,-8.716666666666672,191.13724113138883,-1,,Pit,0.0015156653523445195,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26466,0.0019856654,IDLE,Mario1-1,0,3.897916666666672,9.2740625,2.0833333333333335,-8.039583333333338,191.10227985190073,-1,,Pit,0.0015156653523445195,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26488,0.0019856654,SPRINT_L,Mario1-1,0,3.9286892361111163,9.151354166666666,1.8463541666666667,-7.362500000000005,191.07137071030385,-1,,Pit,0.0015156653523445195,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26510,0.0019856654,RIGHT+JUMP,Mario1-1,0,3.9633680555555606,9.039930555555555,2.080729166666667,-6.685416666666672,191.036636117595,-1,,Pit,0.0015156653523445195,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26532,0.0019968548,SPRINT_R+JUMP,Mario1-1,0,4.0019965277777825,8.939791666666666,2.3177083333333335,-6.008333333333339,190.9980129619636,-1,,Pit,0.00152685481309891,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26554,0.0019968548,IDLE+JUMP,Mario1-1,0,4.0384548611111155,8.850937499999999,2.1875,-5.331250000000006,190.96160331716112,-1,,Pit,0.00152685481309891,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26576,0.0019968548,RIGHT,Mario1-1,0,4.0788194444444485,8.773368055555554,2.421875,-4.654166666666673,190.921315066614,-1,,Pit,0.00152685481309891,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26598,0.0019968548,LEFT+JUMP,Mario1-1,0,4.115277777777782,8.707083333333332,2.1875,-3.9770833333333395,190.88494696551783,-1,,Pit,0.00152685481309891,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26620,0.0019968548,RIGHT,Mario1-1,0,4.155642361111115,8.652083333333332,2.421875,-3.300000000000006,190.84467477141473,-1,,Pit,0.00152685481309891,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26642,0.0019968548,LEFT,Mario1-1,0,4.192100694444448,8.608368055555554,2.1875,-2.6229166666666726,190.80830121611308,-1,,Pit,0.00152685481309891,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26664,0.0023219034,RIGHT+JUMP,Mario1-1,0,4.232465277777781,8.575937499999998,2.421875,-1.945833333333339,190.76800605184866,-1,,Pit,0.00152685481309891,0.0003250485885463021,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26686,0.0029967285,RIGHT+JUMP,Mario1-1,0,4.276736111111114,8.554791666666665,2.65625,-1.2687500000000056,190.72378351661024,-1,,Pit,0.00152685481309891,0.0009998737715259547,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26708,0.0036501475,SPRINT_R,Mario1-1,0,4.324956597222225,8.544930555555554,2.8932291666666665,-0.5916666666666722,190.67558644160627,-1,,Pit,0.00152685481309891,0.0016532927431929458,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26730,0.0041851946,LEFT,Mario1-1,0,4.369270833333336,8.546354166666665,2.6588541666666665,0.08541666666666115,190.6312689386427,-1,,Pit,0.00152685481309891,0.0021883396037784696,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26752,0.0047431355,SPRINT_R+JUMP,Mario1-1,0,4.417534722222225,8.565138888888887,2.895833333333333,1.1270833333333279,190.58296139881267,-1,,Pit,0.00152685481309891,0.002746280525326097,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26774,0.004981368,LEFT,Mario1-1,0,4.461892361111114,8.60128472222222,2.661458333333333,2.168749999999995,190.53852480924044,-1,,Pit,0.00152685481309891,0.002984513037985527,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26796,0.0049680932,SPRINT_L+JUMP,Mario1-1,0,4.502300347222225,8.654791666666664,2.4244791666666665,3.210416666666662,190.49801243528327,-1,,Pit,0.00152685481309891,0.0029712382835651,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26818,0.0049201767,RIGHT+JUMP,Mario1-1,0,4.546614583333336,8.72565972222222,2.6588541666666665,4.252083333333329,190.45358300451423,-1,,Pit,0.00152685481309891,0.0029233220412819222,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26840,0.0048088334,LEFT,Mario1-1,0,4.587022569444447,8.813888888888886,2.4244791666666665,5.293749999999996,190.41306838375073,-1,,Pit,0.00152685481309891,0.0028119784103189786,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26862,0.0047742072,SPRINT_R,Mario1-1,0,4.631380208333336,8.919479166666664,2.661458333333333,6.335416666666663,190.36863682074508,-1,,Pit,0.00152685481309891,0.0027773523181118752,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26884,0.0046572117,SPRINT_L,Mario1-1,0,4.6717881944444475,9.042430555555553,2.4244791666666665,7.37708333333333,190.32821653515398,-1,,Pit,0.0015096169710159368,0.0026775948690540593,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26906,0.004584058,IDLE,Mario1-1,0,4.710026041666669,9.182743055555553,2.294270833333333,8.418749999999996,190.29006170603742,-1,,Pit,0.0015096169710159368,0.0026044410741416836,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26928,0.0045771515,SPRINT_R+JUMP,Mario1-1,0,4.752213541666669,9.340416666666664,2.5312499999999996,9.460416666666662,190.2480910174989,-1,,Pit,0.0015096169710159368,0.0025975344016752606,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26950,0.0045051873,LEFT+JUMP,Mario1-1,0,4.790494791666669,9.515451388888886,2.2968749999999996,10.502083333333328,190.21012238825648,-1,,Pit,0.0015096169710159368,0.002525570367326438,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26972,0.0045060646,RIGHT+JUMP,Mario1-1,0,4.832682291666669,9.707847222222219,2.5312499999999996,11.543749999999994,190.16754212437976,-1,,Pit,0.0015096169710159368,0.0025264473968625565,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26994,0.004446983,SPRINT_L+JUMP,Mario1-1,0,4.8709201388888905,9.917604166666663,2.294270833333333,12.58541666666666,190.12909771496345,-1,,Pit,0.0015096169710159368,0.002467366034112596,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27016,0.004435435,SPRINT_R+JUMP,Mario1-1,0,4.91310763888889,10.144722222222219,2.5312499999999996,13.627083333333326,190.0869474530701,-1,,Pit,0.0014923790395259817,0.0024730557545307565,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27038,0.0043985066,IDLE,Mario1-1,0,4.953125000000002,10.389201388888885,2.401041666666666,14.668749999999992,190.04727352684316,-1,,Pit,0.0014923790395259817,0.002436127574068626,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27060,0.004365349,IDLE,Mario1-1,0,4.990972222222224,10.651041666666663,2.2708333333333326,15.710416666666658,190.009348214699,-1,,Pit,0.0014923790395259817,0.002402970160879537,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27082,0.0043680673,RIGHT,Mario1-1,0,5.032725694444446,10.930243055555552,2.5052083333333326,16.752083333333324,189.9672871131066,-1,,Pit,0.0014863306581973988,0.002411736520831343,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27104,0.004319994,LEFT,Mario1-1,0,5.070572916666668,11.216701388888886,2.2708333333333326,17.1875,189.92955070682177,-1,,Pit,0.0014690927267074605,0.0023809011393115124,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27126,0.0043444633,SPRINT_R+JUMP,Mario1-1,0,5.112369791666668,11.50315972222222,2.507812499999999,17.1875,189.88828019758978,-1,,Pit,0.0014690927267074605,0.0024053705876109477,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27148,0.004319994,SPRINT_L,Mario1-1,0,5.1502170138888905,11.789618055555554,2.2708333333333326,17.1875,189.84989955339992,-1,,Pit,0.0014690927267074605,0.0023809011393115124,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27170,0.0042902967,IDLE,Mario1-1,0,5.185894097222224,12.076076388888888,2.140624999999999,17.1875,189.81412114826412,-1,,Pit,0.0014530645608901937,0.0023672320570297706,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27192,0.0042650164,SPRINT_L,Mario1-1,0,5.21762152777778,12.362534722222222,1.9036458333333324,17.1875,189.78272474068498,-1,,Pit,0.0014530645608901937,0.0023419517847023726,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27214,0.004250908,IDLE+JUMP,Mario1-1,0,5.247178819444446,12.648993055555556,1.7734374999999991,17.1875,189.75314582861316,-1,,Pit,0.0014530645608901937,0.0023278431644047676,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27236,0.0042764703,SPRINT_R,Mario1-1,0,5.280685763888891,12.93545138888889,2.0104166666666656,17.1875,189.71932521686733,-1,,Pit,0.0014530645608901937,0.002353405693460032,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27258,0.0049100607,SPRINT_L,Mario1-1,0,5.310243055555557,13.0,1.773437499999999,0.0,189.68975694444444,-1,,Pit,0.0014400604963302698,0.003,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27280,0.0019230646,SPRINT_L+JUMP,Mario1-1,0,5.322439236111113,12.696284722222222,0.7317708333333321,-18.22291666666667,189.67780392104058,-1,,Pit,0.0014530645608901937,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27302,0.0019230646,LEFT+JUMP,Mario1-1,0,5.330729166666669,12.4025,0.49739583333333215,-17.62708333333334,189.66969790849132,-1,,Pit,0.0014530645608901937,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27324,0.0019230646,SPRINT_R,Mario1-1,0,5.3429687500000025,12.12,0.7343749999999988,-16.950000000000006,189.65706921326046,-1,,Pit,0.0014530645608901937,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27346,0.0019390928,LEFT+JUMP,Mario1-1,0,5.351302083333336,11.847430555555555,0.4999999999999988,-16.354166666666675,189.64875928653598,-1,,Pit,0.0014690927267074605,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27368,0.0019390928,SPRINT_R,Mario1-1,0,5.363585069444447,11.586145833333333,0.7369791666666654,-15.677083333333341,189.63686651857836,-1,,Pit,0.0014690927267074605,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27390,0.0019390928,SPRINT_L+JUMP,Mario1-1,0,5.371918402777781,11.334791666666666,0.4999999999999988,-15.081250000000008,189.6283771372387,-1,,Pit,0.0014690927267074605,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27412,0.0019390928,LEFT+JUMP,Mario1-1,0,5.376345486111115,11.093368055555555,0.2656249999999988,-14.485416666666675,189.6236775004548,-1,,Pit,0.0014690927267074605,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27434,0.0019563306,IDLE,Mario1-1,0,5.378602430555559,10.863229166666665,0.13541666666666544,-13.80833333333334,189.62144689472805,-1,,Pit,0.0014863306581973988,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27456,0.0019563306,SPRINT_R,Mario1-1,0,5.384809027777782,10.644374999999998,0.3723958333333321,-13.131250000000007,189.61552446087566,-1,,Pit,0.0014863306581973988,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27478,0.0019563306,SPRINT_R+JUMP,Mario1-1,0,5.394965277777781,10.435451388888888,0.6093749999999988,-12.535416666666674,189.6055347555213,-1,,Pit,0.0014863306581973988,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27500,0.0019563306,LEFT,Mario1-1,0,5.401215277777781,10.237812499999999,0.3749999999999988,-11.85833333333334,189.59893386548544,-1,,Pit,0.0014863306581973988,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27522,0.0019563306,RIGHT,Mario1-1,0,5.4113715277777805,10.051458333333333,0.6093749999999988,-11.181250000000006,189.588635455658,-1,,Pit,0.0014863306581973988,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27544,0.0019735687,SPRINT_L+JUMP,Mario1-1,0,5.417578125000003,9.875034722222221,0.37239583333333215,-10.585416666666672,189.58246306109413,-1,,Pit,0.0015035685896873541,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27566,0.0019735687,RIGHT,Mario1-1,0,5.4276909722222255,9.709895833333333,0.6067708333333321,-9.908333333333339,189.57253100212276,-1,,Pit,0.0015035685896873541,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27588,0.0019735687,IDLE,Mario1-1,0,5.435633680555559,9.556041666666665,0.4765624999999988,-9.231250000000005,189.5648861922858,-1,,Pit,0.0015035685896873541,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27610,0.0019735687,IDLE+JUMP,Mario1-1,0,5.4414062500000036,9.412118055555554,0.3463541666666654,-8.635416666666671,189.55904174100812,-1,,Pit,0.0015035685896873541,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27632,0.0019735687,SPRINT_R+JUMP,Mario1-1,0,5.4511284722222255,9.279479166666665,0.583333333333332,-7.958333333333338,189.54907756583412,-1,,Pit,0.0015035685896873541,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
