step,device,n_envs,rollout_wall_s,env_step_s,policy_forward_s,train_s,eval_s,sps
5324800,cpu,8,14.961171,14.943725,0.017446,45.896550,0.000000,1095.10
5341184,cpu,8,14.292035,14.276632,0.015403,47.296716,0.000000,1146.37
5357568,cpu,8,14.731920,14.713857,0.018063,45.855205,0.000000,1112.14
5373952,cpu,8,19.831301,19.812577,0.018724,43.901642,5.532677,826.17
5390336,cpu,8,14.286637,14.269834,0.016802,44.561668,0.000000,1146.81
5406720,cpu,8,14.645072,14.628544,0.016529,44.999075,0.000000,1118.74
5423104,cpu,8,13.814162,13.796183,0.017980,43.216830,0.000000,1186.03
5439488,cpu,8,16.176490,16.157319,0.019171,45.093104,0.000000,1012.83
5455872,cpu,8,171.315805,171.294580,0.021226,44.779603,157.266577,95.64
5472256,cpu,8,13.810137,13.792571,0.017566,43.594366,0.000000,1186.37
5488640,cpu,8,13.706178,13.686913,0.019265,41.390477,0.000000,1195.37
5505024,cpu,8,14.146446,14.126065,0.020382,42.280120,0.000000,1158.17
5521408,cpu,8,126.905392,126.885982,0.019411,49.274824,113.119168,129.10
5537792,cpu,8,13.649009,13.631884,0.017125,43.105036,0.000000,1200.38
5554176,cpu,8,14.203589,14.184505,0.019085,40.982081,0.000000,1153.51
5570560,cpu,8,13.815869,13.799361,0.016508,41.045466,0.000000,1185.88
5586944,cpu,8,13.804470,13.787878,0.016591,41.173593,0.000000,1186.86
5603328,cpu,8,69.527494,69.504442,0.023052,40.625167,55.824172,235.65
5619712,cpu,8,13.820238,13.804943,0.015295,42.101040,0.000000,1185.51
5636096,cpu,8,14.012721,13.997884,0.014837,41.310795,0.000000,1169.22
5652480,cpu,8,14.794563,14.778387,0.016176,42.472339,0.000000,1107.43
5668864,cpu,8,16.144685,16.125618,0.019067,49.789010,0.000000,1014.82
5685248,cpu,8,121.199333,121.174293,0.025039,49.110608,105.568609,135.18
5701632,cpu,8,14.368250,14.352555,0.015695,47.140726,0.000000,1140.29
5718016,cpu,8,14.093997,14.075731,0.018266,44.622602,0.000000,1162.48
