step,device,n_envs,rollout_wall_s,env_step_s,policy_forward_s,train_s,eval_s,sps
3293184,cpu,8,14.057494,14.043636,0.013858,12.202393,3.656464,1165.50
3309568,cpu,8,10.602265,10.587821,0.014444,12.089662,0.000000,1545.33
3325952,cpu,8,10.756222,10.737091,0.019131,12.219669,0.000000,1523.21
3342336,cpu,8,10.741773,10.725306,0.016467,12.204595,0.000000,1525.26
3358720,cpu,8,10.766135,10.751373,0.014763,12.116706,0.000000,1521.81
3375104,cpu,8,22.735653,22.717995,0.017658,12.246789,12.125672,720.63
3391488,cpu,8,10.628803,10.613268,0.015535,12.135461,0.000000,1541.47
3407872,cpu,8,10.506296,10.492089,0.014207,12.142349,0.000000,1559.45
3424256,cpu,8,10.700832,10.685827,0.015005,12.226738,0.000000,1531.10
3440640,cpu,8,17.640182,17.625617,0.014565,12.240406,7.032929,928.79
3457024,cpu,8,10.712869,10.698857,0.014012,12.199684,0.000000,1529.38
3473408,cpu,8,11.036673,11.022397,0.014275,12.088371,0.000000,1484.51
3489792,cpu,8,10.809685,10.795611,0.014074,12.291887,0.000000,1515.68
3506176,cpu,8,10.879529,10.865424,0.014106,12.307150,0.000000,1505.95
3522560,cpu,8,17.265828,17.248547,0.017281,12.388918,6.396203,948.93
3538944,cpu,8,10.781614,10.766333,0.015281,12.084924,0.000000,1519.62
3555328,cpu,8,10.784142,10.770284,0.013857,12.040949,0.000000,1519.27
3571712,cpu,8,10.774255,10.760548,0.013708,12.030889,0.000000,1520.66
3588096,cpu,8,10.959858,10.945089,0.014769,12.190931,0.000000,1494.91
3604480,cpu,8,21.770572,21.750382,0.020190,12.195100,11.059299,752.58
3620864,cpu,8,10.574901,10.560837,0.014064,12.262377,0.000000,1549.33
3637248,cpu,8,10.657741,10.640548,0.017193,12.192330,0.000000,1537.29
3653632,cpu,8,10.996136,10.982121,0.014015,12.141602,0.000000,1489.98
3670016,cpu,8,10.817378,10.803308,0.014071,12.153439,0.000000,1514.60
3686400,cpu,8,22.465922,22.449373,0.016549,12.208480,11.611681,729.28
3702784,cpu,8,10.750122,10.735822,0.014301,12.205093,0.000000,1524.08
3719168,cpu,8,10.506090,10.492295,0.013795,12.204937,0.000000,1559.48
3735552,cpu,8,11.087039,11.073246,0.013793,12.145843,0.000000,1477.76
3751936,cpu,8,10.740858,10.727119,0.013739,12.137064,0.000000,1525.39
3768320,cpu,8,21.569815,21.553959,0.015856,12.267037,10.854212,759.58
3784704,cpu,8,10.956647,10.935257,0.021390,12.183596,0.000000,1495.35
3801088,cpu,8,10.693391,10.679715,0.013676,12.410401,0.000000,1532.16
3817472,cpu,8,10.914603,10.898854,0.015749,12.293413,0.000000,1501.11
3833856,cpu,8,10.949121,10.935384,0.013737,12.545115,0.000000,1496.38
3850240,cpu,8,15.976456,15.959941,0.016515,12.339489,5.315844,1025.51
3866624,cpu,8,10.865511,10.844661,0.020850,12.016168,0.000000,1507.89
3883008,cpu,8,10.848213,10.833676,0.014537,12.181939,0.000000,1510.29
3899392,cpu,8,10.876549,10.862699,0.013851,12.124726,0.000000,1506.36
3915776,cpu,8,10.733112,10.719314,0.013798,12.037587,0.000000,1526.49
3932160,cpu,8,14.395169,14.380050,0.015119,12.117932,3.623959,1138.16
3948544,cpu,8,10.499549,10.485145,0.014404,12.242147,0.000000,1560.45
3964928,cpu,8,10.546116,10.524300,0.021816,12.165208,0.000000,1553.56
3981312,cpu,8,10.812085,10.792845,0.019240,12.078730,0.000000,1515.34
3997696,cpu,8,10.623287,10.603489,0.019799,12.194568,0.000000,1542.27
4014080,cpu,8,36.689777,36.670097,0.019679,12.171582,25.797014,446.55
4030464,cpu,8,10.793865,10.779578,0.014288,12.102364,0.000000,1517.90
4046848,cpu,8,10.790157,10.776288,0.013868,12.194328,0.000000,1518.42
4063232,cpu,8,10.562318,10.547555,0.014763,12.203505,0.000000,1551.17
4079616,cpu,8,10.851531,10.837736,0.013796,12.312729,0.000000,1509.83
4096000,cpu,8,23.051072,23.036835,0.014237,11.937907,12.468914,710.77
4112384,cpu,8,10.548808,10.530723,0.018086,12.250789,0.000000,1553.16
4128768,cpu,8,10.608098,10.594228,0.013870,12.094888,0.000000,1544.48
4145152,cpu,8,10.741483,10.727728,0.013755,12.023705,0.000000,1525.30
4161536,cpu,8,38.199233,38.185323,0.013910,12.100513,27.380994,428.91
4177920,cpu,8,10.873919,10.859183,0.014737,12.250538,0.000000,1506.72
4194304,cpu,8,10.709924,10.694251,0.015673,12.178341,0.000000,1529.80
4210688,cpu,8,10.928376,10.908801,0.019576,12.278688,0.000000,1499.22
4227072,cpu,8,10.641648,10.625218,0.016430,12.550908,0.000000,1539.61
4243456,cpu,8,14.184168,14.162065,0.022104,12.331518,3.668254,1155.09
4259840,cpu,8,10.966564,10.945701,0.020863,12.122233,0.000000,1494.00
4276224,cpu,8,10.719799,10.705195,0.014603,12.163636,0.000000,1528.39
4292608,cpu,8,10.665782,10.651443,0.014340,12.340234,0.000000,1536.13
4308992,cpu,8,10.722809,10.701392,0.021416,12.275499,0.000000,1527.96
4325376,cpu,8,21.469627,21.455115,0.014512,12.233738,10.738500,763.12
4341760,cpu,8,10.778276,10.759979,0.018297,12.359665,0.000000,1520.09
4358144,cpu,8,10.899238,10.880556,0.018681,12.088442,0.000000,1503.22
4374528,cpu,8,11.116655,11.094864,0.021791,12.182471,0.000000,1473.82
4390912,cpu,8,10.895239,10.876379,0.018860,12.220247,0.000000,1503.78
4407296,cpu,8,31.377704,31.363667,0.014036,12.243785,20.428256,522.15
4423680,cpu,8,10.908564,10.892216,0.016348,12.038240,0.000000,1501.94
4440064,cpu,8,11.421571,11.404580,0.016991,12.108668,0.000000,1434.48
4456448,cpu,8,10.839541,10.817869,0.021673,12.220116,0.000000,1511.50
4472832,cpu,8,10.948214,10.928530,0.019684,12.185324,0.000000,1496.50
4489216,cpu,8,17.340545,17.326205,0.014340,12.123558,6.619603,944.84
4505600,cpu,8,10.725528,10.710060,0.015468,12.016075,0.000000,1527.57
4521984,cpu,8,10.574855,10.560323,0.014532,12.346059,0.000000,1549.34
4538368,cpu,8,10.737612,10.723416,0.014196,12.183856,0.000000,1525.85
4554752,cpu,8,10.780157,10.765448,0.014709,12.052353,0.000000,1519.83
4571136,cpu,8,16.356481,16.335062,0.021419,12.146025,5.458110,1001.68
4587520,cpu,8,10.974540,10.953454,0.021086,12.213239,0.000000,1492.91
4603904,cpu,8,10.582192,10.568456,0.013735,12.155609,0.000000,1548.26
4620288,cpu,8,10.657959,10.641938,0.016021,12.221101,0.000000,1537.25
4636672,cpu,8,10.987671,10.969548,0.018123,12.139864,0.000000,1491.13
4653056,cpu,8,18.888339,18.874262,0.014077,12.132769,8.152265,867.41
4669440,cpu,8,10.836001,10.818264,0.017737,12.063230,0.000000,1512.00
4685824,cpu,8,10.619635,10.604648,0.014987,12.364895,0.000000,1542.80
4702208,cpu,8,10.642567,10.626864,0.015703,12.250277,0.000000,1539.48
4718592,cpu,8,10.636736,10.622490,0.014247,12.279605,0.000000,1540.32
4734976,cpu,8,31.139616,31.125872,0.013745,12.206909,20.546030,526.15
4751360,cpu,8,10.853422,10.838928,0.014495,12.287438,0.000000,1509.57
4767744,cpu,8,10.888169,10.871489,0.016680,12.492424,0.000000,1504.75
4784128,cpu,8,10.860305,10.845962,0.014342,12.157160,0.000000,1508.61
4800512,cpu,8,19.618474,19.603668,0.014805,12.259693,8.731806,835.13
4816896,cpu,8,10.670325,10.652599,0.017726,12.158811,0.000000,1535.47
4833280,cpu,8,11.281094,11.267172,0.013922,12.156867,0.000000,1452.34
4849664,cpu,8,10.851157,10.835130,0.016027,12.350510,0.000000,1509.89
4866048,cpu,8,10.647396,10.633674,0.013722,12.171994,0.000000,1538.78
4882432,cpu,8,13.587777,13.573680,0.014097,12.066429,2.949558,1205.79
4898816,cpu,8,10.747082,10.731915,0.015167,12.213758,0.000000,1524.51
4915200,cpu,8,10.737643,10.722014,0.015630,12.326011,0.000000,1525.85
4931584,cpu,8,10.837509,10.823472,0.014038,12.334346,0.000000,1511.79
4947968,cpu,8,11.917913,11.903491,0.014422,12.470517,0.000000,1374.74
4964352,cpu,8,19.103452,19.081962,0.021490,12.338815,8.195732,857.65
4980736,cpu,8,10.729072,10.709967,0.019105,12.181614,0.000000,1527.07
4997120,cpu,8,10.918649,10.897989,0.020660,12.160904,0.000000,1500.55
5013504,cpu,8,11.029111,11.013653,0.015457,12.248129,0.000000,1485.52
5029888,cpu,8,10.986308,10.972534,0.013775,12.146300,0.000000,1491.31
5046272,cpu,8,18.444258,18.428158,0.016100,12.185645,7.703363,888.30
5062656,cpu,8,10.926842,10.912523,0.014319,12.051868,0.000000,1499.43
5079040,cpu,8,10.881139,10.867225,0.013915,12.139419,0.000000,1505.72
5095424,cpu,8,10.662764,10.647825,0.014939,12.221081,0.000000,1536.56
5111808,cpu,8,10.700472,10.683936,0.016535,12.095053,0.000000,1531.15
5128192,cpu,8,18.478638,18.464450,0.014188,12.196710,7.259295,886.65
5144576,cpu,8,10.839272,10.825287,0.013985,12.128819,0.000000,1511.54
5160960,cpu,8,11.050822,11.035673,0.015149,12.289516,0.000000,1482.60
5177344,cpu,8,10.798377,10.784455,0.013922,12.158955,0.000000,1517.27
5193728,cpu,8,10.760515,10.746571,0.013943,12.117278,0.000000,1522.60
5210112,cpu,8,14.449236,14.433441,0.015795,12.303825,2.976093,1133.90
5226496,cpu,8,10.822103,10.806940,0.015162,12.172010,0.000000,1513.94
5242880,cpu,8,11.136737,11.123164,0.013573,12.178349,0.000000,1471.17
5259264,cpu,8,10.958956,10.941325,0.017631,12.231029,0.000000,1495.03
5275648,cpu,8,11.006799,10.992452,0.014347,12.100106,0.000000,1488.53
5292032,cpu,8,30.427564,30.413718,0.013846,12.145433,19.615006,538.46
5308416,cpu,8,10.744099,10.728317,0.015782,12.235756,0.000000,1524.93
5324800,cpu,8,10.825657,10.811897,0.013760,12.176958,0.000000,1513.44
5341184,cpu,8,10.638968,10.625120,0.013848,12.182128,0.000000,1540.00
5357568,cpu,8,10.925837,10.907634,0.018203,12.242401,0.000000,1499.56
5373952,cpu,8,13.868393,13.851332,0.017061,12.206546,2.867064,1181.39
5390336,cpu,8,10.581839,10.567714,0.014125,12.127511,0.000000,1548.31
5406720,cpu,8,10.993981,10.975519,0.018462,12.246031,0.000000,1490.27
5423104,cpu,8,11.208193,11.188164,0.020029,12.271730,0.000000,1461.79
5439488,cpu,8,10.962551,10.942967,0.019584,12.124741,0.000000,1494.54
5455872,cpu,8,14.836369,14.822337,0.014033,12.263272,3.773102,1104.31
5472256,cpu,8,11.028493,11.014214,0.014280,12.176173,0.000000,1485.61
5488640,cpu,8,10.743358,10.729297,0.014061,12.134183,0.000000,1525.04
5505024,cpu,8,11.202132,11.181795,0.020338,12.098749,0.000000,1462.58
5521408,cpu,8,33.382619,33.364754,0.017865,12.218301,22.258963,490.79
5537792,cpu,8,10.680182,10.665924,0.014258,12.173496,0.000000,1534.06
5554176,cpu,8,11.166282,11.152335,0.013948,12.267276,0.000000,1467.27
5570560,cpu,8,10.942820,10.929123,0.013697,12.053107,0.000000,1497.24
5586944,cpu,8,10.677973,10.656616,0.021357,12.120541,0.000000,1534.37
5603328,cpu,8,30.367037,30.353038,0.014000,12.346729,19.287883,539.53
5619712,cpu,8,11.300111,11.285686,0.014426,12.119590,0.000000,1449.90
5636096,cpu,8,11.067158,11.053260,0.013898,12.142449,0.000000,1480.42
5652480,cpu,8,10.878144,10.863765,0.014379,11.986123,0.000000,1506.14
5668864,cpu,8,10.950561,10.936917,0.013644,12.175424,0.000000,1496.18
5685248,cpu,8,18.479200,18.457471,0.021729,12.224134,7.888241,886.62
